Speed_kmh,Acceleration_ms2,Battery_State_%,Battery_Voltage_V,Battery_Temperature_C,Driving_Mode,Road_Type,Traffic_Condition,Slope_%,Weather_Condition,Temperature_C,Humidity_%,Wind_Speed_ms,Tire_Pressure_psi,Vehicle_Weight_kg,Distance_Travelled_km,Energy_Consumption_kWh
80.77105571,0.1058336141,66.8411234,334.5826164,24.20865097,3,1,1,2.613207271,3,0.4257299525,68.48064085,4.294216416,32.86695475,1953.024896,1.769106806,8.149244794
98.92205367,-0.7082518857,47.8476438,367.7144937,28.70357875,1,2,1,-3.59555042,1,-3.737819227,77.078567,10.85820439,33.03212806,1890.325518,47.13742819,11.96972835
47.63905946,0.385806388,72.59144316,320.4691675,43.38878317,3,3,3,3.835980074,4,-0.0552576015,22.86060514,1.152654888,28.70678135,1677.798749,33.2017513,7.562157784
18.75803649,-2.31280279,21.25178544,361.8340317,13.96251368,2,2,1,-0.2289601232,1,36.14330357,40.79372264,3.016864422,30.01992692,2199.331927,8.21225818,4.534737114
88.55411369,2.981943017,25.14999068,312.958573,17.27004326,3,2,3,7.464871221,1,2.086988734,42.68081311,11.30049844,30.36611779,2398.631415,43.7273055,12.5390502
43.25694062,-0.4466647338,27.97289222,300.2080639,43.68850473,2,2,2,6.999191893,4,20.7686518,79.82076767,13.13292976,30.27001326,1771.985946,4.182851976,7.938132428
80.55249903,-0.9106161618,53.51949482,393.1531801,43.5063697,3,3,1,9.977108132,3,5.241206644,74.62459727,10.93242076,32.72514503,1731.815188,20.35585529,10.70156185
32.47727304,1.26125909,85.18369381,355.4894376,16.20078974,2,1,2,-1.137452379,2,-4.071405879,65.94950296,7.907074277,28.38380769,1411.545824,36.87377205,6.346984969
9.747556177,-0.816603561,91.05423283,392.6940663,15.0788086,2,1,1,-4.072983608,4,-1.192039604,76.33062266,1.485919518,33.11055033,2071.921447,46.87659071,5.382475349
119.1098155,1.99964583,39.5848592,333.3831524,24.7379797,2,2,2,1.645048977,3,26.94086603,51.74007905,12.40838614,31.68609062,1925.519942,17.50563232,10.85725287
18.74418095,-0.2743756538,65.94957794,332.7786069,11.74014024,3,2,1,-3.748949976,4,3.206490341,81.24164132,1.860584958,29.21098018,2484.397395,41.54251043,7.848451513
118.6105193,1.31735048,81.46919942,340.0655002,32.92162363,3,3,3,-2.322504274,3,5.311264245,36.39510902,5.776176797,29.58283083,1959.620117,9.917937657,9.114496897
117.2735919,-2.355280701,43.10635439,370.6040984,12.71236076,1,2,2,3.95950212,2,11.97654254,69.3203817,0.7574901652,28.68306221,1575.194126,1.852007421,9.476140454
95.25817247,2.076715113,52.72061894,356.5808634,12.03103695,2,3,2,3.88196277,2,24.57587021,36.92258293,10.64512642,31.21341197,1931.82286,1.535173066,8.177787667
79.13075545,1.414307921,61.91793621,392.5354907,26.98154277,1,3,1,-4.350087834,1,16.12175768,22.79033814,7.552424466,32.16444982,2480.103803,32.94270751,8.611956987
69.33684603,-1.729699329,30.78998771,302.5440901,43.52253226,1,3,3,1.643571271,1,37.50745972,39.89058679,13.614116,32.06680434,2140.335734,7.794944566,8.91941857
103.9321854,-2.128283942,22.0785835,370.8195938,24.93785776,2,2,3,2.953280393,2,14.53819858,54.50347799,2.081137434,34.73657511,1367.150501,2.611183088,9.230163383
34.73274259,-1.102245908,32.22446475,333.0327689,22.47684055,1,1,3,-0.9796364327,4,3.960891409,79.04052105,12.28748926,30.07176222,1646.111404,48.83970154,9.093148626
56.1217455,2.856423516,70.1482897,318.0233652,44.92848504,3,3,1,8.080647728,2,19.12642777,55.61995425,7.660031369,33.33455892,1588.290449,12.17641219,9.464263896
74.32679632,-1.459010553,25.88946092,351.0395623,28.61891363,1,1,2,-2.583520285,3,15.29003268,32.54054218,5.49138575,33.0615428,2313.870913,23.1814687,8.417738488
49.3428571,-0.2632367463,35.17570919,350.5063784,23.13344924,3,3,1,-1.191472925,3,30.42122523,89.49361797,9.653503288,28.42928886,1994.511703,30.69274884,9.723097357
51.29837449,-2.819878646,47.02831086,313.7011029,23.50512847,2,2,3,-2.645083775,3,37.08045537,38.90511476,11.85626055,34.51003554,2253.132595,7.308356228,6.187340403
39.6341601,-0.6166348226,26.22960514,320.1896056,16.82358236,2,3,3,-3.251800492,2,32.63328526,88.97063076,6.604279101,34.51912743,1429.119869,17.92272615,6.897564185
67.707818,0.4279200926,35.33594169,340.8164665,27.92780701,2,3,2,8.18468776,1,12.50678762,85.54342771,3.492085205,30.77434627,2380.445376,32.42057155,10.52255387
102.0689434,2.718747675,92.90158312,340.8811412,25.35992599,1,1,1,-0.832112524,3,4.725225503,57.9709056,13.73683724,30.92374485,1275.804296,32.0241097,9.697361308
24.18340536,0.1004162696,21.54393058,331.755814,19.47783537,2,2,1,5.837860292,3,36.15200217,26.43741578,4.694966162,33.73717851,1687.288343,42.11865971,7.433388631
112.1319647,1.914643957,72.27455393,314.8545152,15.61890303,2,3,3,1.419735396,2,12.36728431,68.6790368,14.97354666,31.46521459,1218.393758,21.92737939,10.43495651
82.69051845,0.2827658554,50.75271447,300.4373679,20.8933604,3,2,2,4.538102211,3,29.65929806,79.20023631,11.50987393,33.59440489,1439.563342,44.50239852,12.15776637
98.79278552,-2.755289919,73.81189915,397.0235062,27.80391647,1,1,2,8.922642943,2,39.52873035,51.17107698,10.31728762,28.25287618,2450.893626,34.1414175,10.33029276
66.74288312,-1.109950349,67.09533763,394.349923,12.04166453,1,2,3,7.669118006,1,20.98492067,36.73283215,0.1859959175,29.75189429,1302.043931,28.14904923,8.316883614
93.54200417,0.453297047,37.87990035,348.3650379,15.381041,2,2,1,-3.965204114,3,16.59462108,76.19769153,6.727969889,28.6374549,1389.028551,5.94512762,9.051081646
1.944047681,2.703563796,87.77675901,399.5051753,43.16800434,1,1,1,7.678038029,3,26.49418521,58.1554478,7.536916135,31.17938637,2402.303734,28.77772522,5.841781683
98.20565097,2.154782159,59.35523061,367.3654331,28.99993729,2,3,2,1.777352729,3,3.726894136,33.83410034,5.645645943,33.97911611,2123.226933,29.77413369,9.955025858
4.81666309,-1.629866315,85.80288151,306.8857538,12.22072563,3,3,2,0.2521859032,2,16.97078825,86.46770487,2.249596508,31.9885142,1729.053731,37.9643387,6.237056816
106.7896052,-1.67934102,52.4810029,311.7718199,34.25807156,1,2,3,5.085818882,2,9.05488407,86.36687587,5.511756664,31.64233477,1289.395563,35.98503947,12.66909072
119.0355297,-1.792962197,98.77484431,391.6110844,12.16310045,1,3,2,9.253118096,4,2.39025418,45.69347714,1.124600118,30.56274826,2220.550647,26.54601095,10.40865735
35.28809546,2.534993378,81.63914868,363.0052202,35.86059795,3,1,1,-3.587967536,1,22.45614471,24.48021764,4.363783796,28.44526914,1840.544587,29.68217565,6.417434318
25.23822675,2.115996919,97.27601641,384.3183627,36.24869526,1,2,1,6.521155454,4,20.90677385,64.15519742,1.255189134,33.36486769,1619.921926,38.63990133,6.660639335
91.84360366,1.649300594,61.14611831,389.826965,32.78776415,2,2,2,-1.947379539,4,29.25416199,42.20587142,11.28635181,31.99536246,1668.975553,17.63686908,9.786608566
30.36316091,-0.6435893147,57.89529058,344.7942011,35.62715906,1,3,3,0.7020418424,4,34.28365559,24.64486827,10.0673594,34.51675855,1856.860799,6.835058668,5.268529191
103.867486,0.02628422579,80.43630475,304.8525952,13.07880234,1,3,1,8.107345244,2,4.916919371,82.42644901,14.09899705,31.02375657,1916.60267,43.72753909,11.57694315
12.34111106,-0.2140095312,90.42330104,318.8280349,35.43731933,3,3,1,3.18698776,3,30.08661934,89.86814202,5.69893233,30.81049746,2263.528402,48.25443688,7.48762765
15.11462357,-1.479611355,97.13166367,306.6571947,14.78409119,3,2,3,-3.988150281,3,11.53233223,44.52838596,11.79301437,34.82042893,2203.214839,21.52231145,5.036897294
117.4981866,0.03016827689,45.96415248,318.8739846,21.88270675,2,3,2,2.620728252,2,23.29625208,72.13223844,8.814108041,28.98810246,2197.176299,49.51645848,14.21150586
80.86066779,-2.817020713,83.89636591,341.0532926,42.99608387,1,2,1,6.844628525,4,33.26080124,24.60395546,9.691551421,29.76653073,2148.087382,16.20247625,8.834256117
101.6264669,-2.209137759,36.85164781,311.8196811,27.60064172,1,3,1,2.933208816,1,6.528330188,45.87938077,8.211919046,31.41714951,2185.12299,3.422047295,9.682475493
38.91952528,2.319537577,63.64594774,316.6733248,43.85992512,3,2,3,-2.496661415,2,22.04325778,27.61262362,11.68740211,31.66481011,2080.881983,28.6657331,8.255740434
81.17804994,1.510078602,34.38785187,344.5821782,13.11228606,2,2,2,1.675616126,4,16.61434947,23.8744956,0.6298714787,31.84101634,2328.430515,43.42321416,9.850661036
71.30901928,-0.4627895456,47.79178894,334.017095,26.71448098,1,2,3,8.865180521,2,30.57597821,61.21537284,1.207322459,29.48476951,1924.690585,30.91234273,10.82142275
72.37801441,0.1029021737,94.50866938,346.7658124,12.18408121,2,3,3,4.873059851,3,26.37585845,76.14216913,1.43885655,34.48793634,1877.097537,0.5704146974,5.932169992
81.90389514,-0.7800066842,31.68725598,342.9172028,32.05735918,1,3,2,5.948297598,3,29.63343262,51.70791758,4.330361011,32.92451468,2111.684772,0.6904508027,8.294681861
69.04310078,1.444679203,70.59207161,364.4478026,12.75474505,3,1,1,6.789047612,3,7.957440832,56.69253773,8.866931843,29.80907895,1415.807765,36.24511854,8.886516716
51.48748432,1.705123075,67.43634183,393.7189549,16.13787309,3,2,3,-3.639598637,4,26.69603323,38.95110119,9.684263243,30.05935099,2210.037228,42.28261549,8.470953162
33.11072333,1.579711141,29.65906822,310.7864338,19.05906085,3,3,1,3.723048389,2,22.26126434,71.54710966,10.68905505,34.16250926,2417.002596,12.72653179,8.008206815
92.22975971,1.335670349,46.0783235,309.9260149,36.20603481,3,1,1,0.6387278978,4,15.55062052,45.2751287,4.211448358,30.66248785,1585.137954,23.55953973,9.981334327
27.1526916,-1.772973968,65.03852036,385.2806111,15.73867416,3,1,1,-2.912612545,2,12.02546607,24.72493142,9.753191158,31.89454353,1994.358444,48.05843593,7.423734415
83.08251674,-0.9721801246,34.97428872,350.6396705,39.63212187,3,3,1,-1.959356625,1,9.922001386,31.58553977,1.765349891,28.84298745,1242.409268,23.08264677,8.139245122
27.99993872,-0.1809273901,84.04989251,376.6405024,14.61663786,2,2,3,6.717407106,3,-4.564653741,28.99280237,0.1496881509,29.76212959,2195.569721,6.87712356,4.324502368
75.03962039,-1.015242051,97.77252076,321.5421904,11.23355572,3,1,2,-2.577663421,1,2.630134809,50.51144526,10.42021181,30.91603684,1927.568625,45.59148503,9.684936079
89.64939206,1.529641201,37.180752,382.8862573,23.82658966,2,1,1,-0.3137208917,3,-2.34598045,24.56488722,10.73418313,32.59296165,2075.75057,24.80886669,9.585895442
26.24566667,-1.023878855,34.95295718,392.3846624,44.28045747,3,2,1,-0.7268999261,1,33.17608942,76.45390257,9.332140619,29.96154461,1385.890536,17.28091641,7.052852273
7.193196103,-2.170607479,56.39480574,363.5483016,13.86197797,1,3,1,-4.270544541,4,33.70399917,83.5603633,3.883049236,34.65533059,2252.291247,4.961892848,3.613122862
15.71684916,-0.6057572877,79.82122217,310.5879021,13.56014554,1,2,2,1.932376739,3,33.07870015,37.38759254,13.91202691,29.54152006,1532.717239,22.96758802,4.684819053
72.71963607,2.879486597,42.52804882,389.5294814,36.29082788,1,2,1,6.488947633,4,31.8063894,53.98568297,13.13513375,33.45234823,2090.229864,38.50667118,10.33012742
101.9335687,-1.644711522,21.5903927,379.2487727,20.92565929,2,3,2,-4.667710509,4,4.959870409,56.33441451,7.733108409,30.55219169,1971.084295,35.88749874,12.51729612
5.399618548,0.6729519537,63.29765024,375.0877777,35.1048566,3,1,3,-3.311728243,2,17.13037785,88.95008515,14.83709627,33.83380614,2049.92888,24.87972375,6.726266943
88.09815108,-0.402161701,96.52804542,303.6728189,17.00037063,2,2,2,5.802800194,3,35.85296974,24.59337049,4.479293348,34.46173998,1265.308473,36.00481377,9.554334556
40.95823751,-2.573852594,51.30214843,379.8962525,26.1025198,3,1,1,3.90371486,1,29.19018073,66.75176574,7.36701427,29.30910893,2164.405741,17.60295236,7.390930183
57.42340439,-0.07274036401,53.61076433,313.795101,19.28514572,1,1,3,5.728714211,1,-4.918087132,44.20354882,13.91882658,31.44033929,2233.824647,36.78988331,8.536811154
111.463146,1.212985972,97.51213737,322.2386176,25.80348752,2,1,2,-1.548440677,3,15.67419594,55.12643485,6.931831989,29.08056112,1817.26057,4.378134497,8.214775529
39.83658057,0.07931985497,75.56860893,357.7134835,36.91839824,3,3,1,7.056531749,2,-4.519841033,35.19241995,7.065123416,32.94077662,1731.519358,10.04177827,5.828956824
55.84043207,2.232636382,77.53375383,326.4980773,36.67034792,2,1,3,2.198065902,3,7.629747114,31.21695961,1.19088902,33.82566657,1645.308115,43.89839377,8.581269055
1.641889771,-1.2663779,65.01616043,366.1348206,28.05203007,2,2,3,4.154529613,4,14.60930986,37.04957091,3.170195992,30.72627557,2406.246478,14.75340481,4.983544553
9.791846401,-2.482504972,97.96873687,360.8070448,42.49301453,1,2,2,-3.617698742,2,35.18046817,24.9883375,2.36797839,30.77725632,2181.588731,10.37647558,4.112435628
31.03099094,2.61939367,75.10931875,310.8149598,19.23244359,1,2,1,-1.92452625,4,24.44729279,39.4663208,8.478988056,29.42687847,2108.204345,4.541229148,4.733024252
3.342268899,-0.7308219028,91.60262013,365.601458,18.41089729,1,3,2,6.600368224,3,11.31180545,68.32456454,4.777373565,30.1457426,2403.288612,19.70845422,3.813204389
75.76503913,0.4584333087,75.95030926,392.395491,31.48322404,1,2,3,-1.641373382,2,17.07947061,65.60373547,1.155456888,30.26725141,1653.4,3.442405543,7.423422429
51.16780282,1.752018757,78.80926599,316.1109905,31.7453962,1,3,3,-3.612052587,3,31.78252699,58.81473439,7.649585885,29.08901994,2019.179512,24.89932495,7.547418202
65.77742433,-1.054118017,43.23287377,359.7062021,11.62890138,3,1,1,3.958049234,3,8.48450196,20.02711891,10.03825742,30.16966561,2091.87388,45.96831637,10.16876726
20.95766231,1.296987229,44.27829584,334.1865372,31.27221993,3,1,3,3.219047742,2,22.6765649,28.80473999,11.04790106,34.35079831,2495.095806,39.37800383,8.008489409
35.51184353,-2.187486901,82.63877197,345.9611672,23.10526551,1,3,1,4.118408935,2,6.801109775,79.00086001,12.56276861,30.27770083,1755.341949,2.129621106,5.833621128
79.65893698,-1.252237517,43.73650313,328.7000179,36.16048839,1,3,2,4.274582445,3,16.59835468,39.02168588,7.229345922,29.9210603,1720.235368,15.05793239,8.004946523
115.8363268,-2.131736183,65.02160566,335.4130636,38.28369826,1,3,3,2.502960188,1,-3.89036734,83.8539222,5.859177862,30.69249598,1309.834302,9.46344972,10.9358798
6.050012832,1.86738335,39.94818487,302.8911823,29.32538368,2,1,3,2.406608809,2,33.35238938,81.21822803,10.26182679,34.72191127,1327.98823,3.440298772,4.928090499
106.8461185,-1.664104589,85.35867046,398.1551738,10.0596761,1,3,1,8.862483479,1,-2.824302582,30.84489239,0.2004712901,33.35205392,1865.338779,5.521163344,8.068815584
69.22574416,1.304421332,28.8401081,362.4799922,32.27280336,3,1,1,3.008225873,1,5.096222493,82.87064296,9.502898796,29.41216822,1422.536547,45.41640419,11.15846009
67.67034801,2.659790383,86.35573118,350.070559,36.21084479,3,1,2,4.259503036,1,10.00803455,63.94843814,6.085228862,33.26786117,1294.810082,15.57315243,8.335391898
60.03342422,0.1666332544,68.21838404,338.371535,18.71441432,2,2,1,-0.9954591209,1,23.13225025,64.12007637,6.793129295,33.3636439,2454.360907,19.67197142,6.366090936
8.327290309,0.2401751536,34.95276279,353.9374559,26.26261004,3,1,3,8.066398012,4,27.40150595,79.68759059,4.444043001,34.65095952,2436.842617,24.33647333,6.119765274
10.78522221,-0.2337985914,63.36283084,338.0105999,43.80043182,1,3,2,-4.63447861,3,-1.379703097,48.35390352,1.909132764,34.23766576,1622.859799,37.271962,6.041412552
72.10944068,-1.04465914,42.59990695,335.9907927,20.43404437,2,3,2,3.358401434,2,-3.044053135,71.46843075,6.021369963,28.66636488,2226.830229,39.93868666,10.37140118
40.91502857,-0.1460698145,45.87738678,346.3946542,17.81036379,2,3,2,0.757754428,3,30.9545449,66.74350494,4.623034952,31.18203579,2334.31377,48.19010419,9.335146833
110.072168,0.6168451936,48.12224333,327.5983034,17.37991767,3,1,1,4.058562933,3,27.04749403,74.00602675,14.40177559,32.92095505,1804.171188,10.61283572,9.559840533
48.79086448,2.915949433,25.06553976,318.00499,29.5580292,1,1,1,0.4025807466,3,32.41976594,66.21322645,14.15309148,34.81358161,1490.806237,15.12320231,7.858017552
17.19377504,2.626587356,98.87693475,355.6605898,43.24254855,1,2,3,5.765318676,3,25.44422193,25.60383605,9.658758976,28.59608303,1368.746276,15.71673969,4.785980311
85.76626002,2.17291775,22.52277025,384.2765436,31.30415452,1,2,2,-4.695028355,3,28.79555217,40.48977016,13.55551966,30.57762924,1383.069083,22.31841379,10.35916174
35.20241057,2.334783214,72.99974985,315.2828178,20.61630921,2,3,2,1.088341582,2,12.05672724,85.79446111,11.26912167,31.44556662,2236.013101,40.38947714,8.559159663
63.05643688,-0.1929049002,49.69821182,303.2734341,32.34994223,3,1,2,7.468953996,3,21.55829442,35.63976321,5.188372337,30.89270935,1699.74056,12.04885867,7.208720856
83.73993426,0.9446659631,71.68082328,324.6811745,31.86948042,3,3,3,-1.246989233,3,31.24265543,53.05822807,9.058510009,31.1904491,2101.559946,39.16779615,9.998540155
108.0316933,2.370400338,48.49986025,397.9720643,30.89237975,3,3,1,-4.208736824,3,2.745289048,44.9849583,3.304853604,30.58371498,1900.301465,10.28159692,9.484551592
95.06294338,-0.6422954101,73.9000517,382.8758074,15.57991724,1,3,2,2.447861118,4,14.02703324,26.04091063,10.30812376,34.7943583,1713.068895,35.5363661,8.813591663
81.16332814,2.77057487,78.33884076,359.5866054,32.20983798,2,2,1,9.648001908,1,28.32203958,32.68320823,0.6721135785,33.62271345,1360.960461,39.97016586,10.8037136
81.55598189,-0.5052836276,75.24421123,392.9248915,25.05575584,2,3,1,-4.037621577,4,18.96864573,40.06669849,12.47012623,33.15661938,1633.483684,42.70380867,9.852008315
113.5109573,0.6064959924,29.11695851,344.5279117,10.65072205,3,2,1,-3.949152609,3,25.67458538,52.432294,8.748447365,30.87490951,2292.226097,25.56324852,10.5204351
35.4988917,1.25882828,72.55145877,398.3280603,28.89175705,3,1,1,3.926748474,4,8.179113814,81.21667899,0.8765752008,34.17066507,2254.817318,16.50287783,6.186451979
0.1334513035,2.703552078,42.39900396,329.6302045,44.62433608,2,3,1,-1.248984307,2,-3.544589691,56.09313975,13.07641748,28.65337501,1236.87917,38.64197324,6.887291746
32.63454713,-1.532302356,22.30410965,324.030575,22.24088568,3,2,3,1.153468505,2,-3.688439911,65.63334725,13.16552116,29.00392968,1382.359526,16.11373121,7.744815744
26.14696556,1.476785869,53.18645375,363.8048201,43.79457264,2,1,1,7.457607295,2,37.42515294,49.81686062,12.79223757,34.67840497,2182.671582,7.489629931,5.423041196
79.42015021,0.1248935169,54.68344822,337.8153968,13.36720096,2,2,2,-2.017269737,1,37.50430198,80.90436464,11.61452965,31.96891812,1636.452765,41.75085379,10.49995598
76.04539197,-1.388657156,57.37393067,362.6365542,35.63575406,3,3,2,5.789499055,2,4.507705298,66.38350179,10.16888123,29.11620443,2036.668387,20.62092239,10.15609868
71.21536592,1.659641039,76.38593323,330.4995518,14.00154981,2,1,2,2.567282699,1,1.635954609,26.34411772,5.953636828,34.64401995,1931.478461,28.58460494,7.520250165
1.949213185,0.313333681,44.70750473,361.7918257,19.57500507,2,1,3,8.574365386,2,-4.183707475,53.42508451,2.045087509,34.82390292,2047.68751,45.93035792,6.438865103
87.45336653,0.9658429239,45.22244105,327.5746261,29.97942924,3,1,1,9.594430004,4,5.406558534,77.90639432,4.331629125,34.17045148,1269.805516,6.8762514,9.840912556
38.8236495,-1.062593589,24.8441805,305.0972069,30.74728929,3,2,2,2.274411785,4,10.04581485,71.35587469,5.206157075,29.66990498,2410.454967,27.90347643,8.173447463
79.80671868,-0.112356289,74.94569728,391.2135902,37.1323961,3,2,2,3.769705887,4,5.855918514,83.37178034,5.37114701,29.9494579,1227.260415,27.98235312,10.01373692
66.78941142,0.7041255059,65.42608731,388.3205202,31.53589925,2,2,2,6.187638111,4,30.88228631,35.93674873,8.482344227,30.84880997,1210.442245,43.10837616,9.842682714
41.12771105,-0.5705351144,47.95400902,397.0798149,30.77651465,3,1,1,-0.2198878719,1,28.72437247,88.40205149,3.125742122,32.05525208,1493.998903,17.12882272,7.281339777
16.14915205,-1.809764761,76.41511831,371.6527176,41.93235804,3,3,2,-1.598894742,2,-1.354363489,39.95543675,2.844916936,34.94526987,2491.544695,20.12058307,4.943692269
11.33026772,2.769842954,62.98861994,368.2721178,25.82562633,2,3,1,9.470277587,3,26.37947236,23.51259143,10.75444053,34.69293483,1294.292165,26.01272878,5.506796458
99.78219997,0.06880524026,57.53959567,355.900307,17.88430225,2,1,2,1.489230868,4,18.42633039,54.6970839,0.1125082565,34.44797341,2336.850226,8.443279114,8.700952273
110.207705,1.403522222,60.90596349,312.5942416,15.66260048,3,3,2,-4.976137602,2,0.9474747869,27.72371169,2.242791531,28.62493409,1406.815792,23.58600358,9.301659225
77.97456561,-0.5337168387,70.90785002,318.9235311,23.99981089,3,1,1,7.565774478,2,28.27909437,67.69176587,6.524371234,33.30016442,1341.834281,21.86048153,9.288101312
12.41209378,-0.8692094158,72.80020837,328.9469689,34.94634643,2,3,2,3.994962419,2,-1.127949567,83.03893895,2.236247492,34.13792103,2212.661517,9.949984303,5.280082859
48.24326603,-0.5570142092,43.11662553,389.0156363,11.48902197,2,3,3,-2.471621559,3,2.971779961,84.49402903,14.39718827,30.33295671,2300.682329,41.66782369,9.239713924
87.47270401,-0.5448201373,31.25946907,317.2969525,14.51686853,1,3,1,-4.547904602,4,1.71519167,62.49260699,10.05155927,29.53701824,2229.837755,21.60858471,9.243962453
93.57850608,0.2650806957,32.5307345,392.2873174,13.7139711,2,2,2,-0.6277635344,1,37.25650319,57.46854096,6.491542673,33.23909046,1513.337543,15.37268893,9.437983791
14.18623467,0.2608192199,71.15127087,352.2785733,30.48375536,2,2,3,8.918306432,1,26.41702014,89.57939962,1.683830218,28.63586429,2343.795544,6.605674406,6.079183184
0.003686261446,-0.0170771047,89.82986286,371.5569635,18.50026277,1,1,3,9.002367551,3,13.50786681,60.55980033,5.777794352,34.58600742,1293.451062,4.578414939,3.223422038
85.45644551,-2.19128529,52.75970227,311.0244487,15.81907999,3,2,1,-0.3349477055,3,31.99918679,84.92208267,9.75902503,29.09254351,1644.570702,48.01532198,11.34532419
42.79154112,-0.023547129,33.56161283,326.9033549,30.74697519,1,1,2,7.538964892,1,4.718173429,84.16165354,14.53221305,31.20276497,1802.138063,49.75815656,11.2135325
30.53775979,-1.985376597,80.52819986,395.8518608,36.64584704,2,2,1,1.627679849,1,36.89919756,40.26596571,7.090310455,34.87958495,1288.055853,44.90647665,7.369258919
1.547696375,-2.243185282,86.59915795,326.6149947,21.62542208,1,3,3,4.815171237,4,26.36487944,20.96257529,10.38618369,34.91754152,1953.796262,22.98570846,5.085649336
64.83592881,2.595874304,90.44659545,329.652172,30.2371612,1,2,3,0.01665813807,1,20.18112885,50.74178855,2.93038496,33.43193201,1927.197922,40.41499641,8.890779756
102.1380883,0.6297000789,68.54651431,319.7597385,13.43435446,1,2,1,2.739588944,1,30.75918019,80.29590953,9.354500561,33.87431939,2489.837347,41.73068171,11.02725919
114.9157976,0.9569403487,88.85828475,312.9073665,42.73168607,1,2,1,-0.5933083017,1,24.01514416,78.5293952,3.585823499,34.7701952,2008.163204,15.06047961,10.6491502
67.88939407,-0.589237978,21.23319668,323.3257641,21.79136649,1,1,2,-4.083284565,3,34.91991738,62.25684313,2.972010782,34.49200657,1716.80938,29.3428496,9.05338276
61.73535933,2.453885351,28.57886414,364.2326892,44.91269926,1,1,3,-2.909327207,1,32.3118697,30.9660887,7.638308425,32.35476043,2227.240302,47.84541864,10.82038614
10.20676626,0.8275829375,27.40608536,345.5367734,44.25057145,3,3,1,-0.6398825829,1,3.902372727,27.53113998,3.174964462,33.14231887,1635.457105,14.07538323,5.580264155
65.86473619,1.615019217,77.00837474,355.3755836,37.25882073,1,3,3,9.64380676,4,5.784871024,86.82773886,10.81991291,32.15643588,1892.729251,33.17803007,9.635767771
45.59748948,-0.7886251858,25.56654268,312.2364829,10.70234834,1,3,1,9.485082254,2,-2.07061638,49.49783774,14.06004886,31.54546692,1272.110489,33.16080214,8.663111371
72.85623371,2.760071285,59.7091498,380.2116447,29.02162221,1,2,2,7.414950137,3,4.908951273,65.37127117,5.904031536,34.16580312,1619.465507,22.68826553,9.58057956
46.64716175,1.922767741,57.81655189,378.4094701,13.03927472,1,3,3,-1.512409234,3,10.45699892,83.41050905,4.836921051,33.16617578,1886.540419,24.56740988,7.79155167
28.83589481,2.123690778,44.85628188,302.1589911,41.32983091,2,1,2,1.624032108,4,-3.702769017,80.89252234,2.638273404,34.01871319,2113.005462,22.87348736,8.39097323
11.39583303,-1.966834395,89.6324136,338.3515095,37.63726884,1,3,2,1.596742577,1,9.173314579,59.68322275,5.855946414,28.67137674,1328.742627,26.10173846,6.045652914
37.79021335,-1.374220753,33.63465615,306.8770602,44.03191318,1,3,3,0.8045986723,2,29.71956287,54.15336264,8.394511358,32.03539617,2236.342748,7.52401202,6.98439386
11.59738011,-1.286240402,48.19702275,379.2105779,31.29340336,1,3,1,-4.326795424,4,32.81474191,71.46814492,5.594541195,30.3066178,2370.206683,39.75788089,7.470634618
21.2276341,-1.374544661,81.93372,373.7269683,28.27604816,3,3,2,3.017910613,2,-4.600701951,44.47519847,9.346143277,31.59375785,1565.348315,33.08764813,6.404047784
118.480339,2.132448973,22.43378515,390.1988094,28.16408496,1,3,2,-3.907820118,1,-4.678383278,63.77734411,9.936351224,32.29075811,2194.950555,48.69373144,14.01967534
53.29242683,-2.808691229,73.83603202,323.6403959,23.52569311,2,1,3,7.028780211,2,1.583819871,21.62067035,1.46744343,33.9203093,1434.453039,12.35759513,6.411347256
63.82461198,-2.543400066,85.31181811,345.6295883,26.40415235,3,2,3,5.369607143,4,34.26596773,77.70187925,10.46674059,28.22314407,1880.440633,7.383815329,7.213719517
104.8342234,-1.356510776,94.58142711,318.4487877,32.23944041,2,3,3,0.2910550997,1,16.1175123,89.86225927,13.50476296,29.14788361,2236.925975,17.19344789,10.93093699
119.4682681,-1.800762152,90.10373124,337.1234934,42.65316626,3,2,2,4.707045733,3,39.23059343,86.82945447,0.3937822291,34.45012019,1702.439191,25.53609602,12.99402639
69.92573392,-1.608842317,45.55072935,352.2243252,30.85595184,3,3,1,-1.504444902,2,34.92991596,45.19263884,8.270283159,34.77089497,1234.190328,10.32997677,8.271324064
97.49685853,1.787659136,66.90913131,305.333079,39.99905798,1,2,1,-1.021249026,1,35.05576511,57.17708974,9.058115606,28.38795878,1901.957588,23.08399145,9.329991292
39.23292292,0.3787595634,26.18347945,371.4870411,40.1972969,1,1,3,-0.2879972461,1,0.7814394368,36.53518742,10.64723003,30.3225128,2298.109835,32.16640106,8.211120869
36.68927489,-2.965376032,40.62960028,354.329336,28.15914365,3,2,2,6.955173999,4,16.38532071,41.20911837,5.786529957,28.06810982,1340.825591,2.902947627,5.641533985
48.32444652,-0.4240634058,27.5377903,382.8959017,22.16143745,1,3,2,-1.839629797,1,39.71157688,52.01422712,12.28065475,33.30213609,1238.533823,37.92569017,8.847847962
80.70087152,-0.5526904389,45.21498321,327.1780501,32.38508557,1,2,2,3.441718412,4,1.706990362,72.29566348,8.098446994,32.77358126,2251.753009,46.99159291,12.02856603
